pair_id,model,phenomenon,grammatical,ungrammatical,prompt,response,choice,correct,order
ON_QUIRKY_CASE_058,llama-3.3-70b-versatile,QUIRKY_CASE,Þeir sýnir henni marga hesta.,Þeir sýnir hon marga hesta.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir sýnir henni marga hesta.
B: Þeir sýnir hon marga hesta.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_059,llama-3.3-70b-versatile,QUIRKY_CASE,Óláfr býðr því orm.,Óláfr býðr þat orm.,"Which of the following Old Norse sentences is grammatically correct?

A: Óláfr býðr því orm.
B: Óláfr býðr þat orm.

Answer with A or B only.",B,B,FALSE,A_gram
ON_QUIRKY_CASE_060,llama-3.3-70b-versatile,QUIRKY_CASE,Þá hjálpar mér hest.,Þá hjálpar ek hest.,"Which of the following Old Norse sentences is grammatically correct?

A: Þá hjálpar ek hest.
B: Þá hjálpar mér hest.

Answer with A or B only.",A,A,FALSE,B_gram
ON_QUIRKY_CASE_061,llama-3.3-70b-versatile,QUIRKY_CASE,Ragnarr sýnir oss góðan víking.,Ragnarr sýnir vér góðan víking.,"Which of the following Old Norse sentences is grammatically correct?

A: Ragnarr sýnir vér góðan víking.
B: Ragnarr sýnir oss góðan víking.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_062,llama-3.3-70b-versatile,QUIRKY_CASE,Þá býðr því orm.,Þá býðr þat orm.,"Which of the following Old Norse sentences is grammatically correct?

A: Þá býðr því orm.
B: Þá býðr þat orm.

Answer with A or B only.",B,B,FALSE,A_gram
ON_QUIRKY_CASE_063,llama-3.3-70b-versatile,QUIRKY_CASE,Hér býðr oss stóran jarl.,Hér býðr vér stóran jarl.,"Which of the following Old Norse sentences is grammatically correct?

A: Hér býðr oss stóran jarl.
B: Hér býðr vér stóran jarl.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_064,llama-3.3-70b-versatile,QUIRKY_CASE,"gefr honum mann , segir Haukr.","gefr hann mann , segir Haukr.","Which of the following Old Norse sentences is grammatically correct?

A: gefr hann mann , segir Haukr.
B: gefr honum mann , segir Haukr.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_065,llama-3.3-70b-versatile,QUIRKY_CASE,Hér gefr okkr stóran brand.,Hér gefr vit stóran brand.,"Which of the following Old Norse sentences is grammatically correct?

A: Hér gefr vit stóran brand.
B: Hér gefr okkr stóran brand.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_066,llama-3.3-70b-versatile,QUIRKY_CASE,Baldr gefr yðr góðan jarl.,Baldr gefr þér góðan jarl.,"Which of the following Old Norse sentences is grammatically correct?

A: Baldr gefr þér góðan jarl.
B: Baldr gefr yðr góðan jarl.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_067,llama-3.3-70b-versatile,QUIRKY_CASE,Nú sýnir Haukr oss jarl.,Nú sýnir Haukr vér jarl.,"Which of the following Old Norse sentences is grammatically correct?

A: Nú sýnir Haukr oss jarl.
B: Nú sýnir Haukr vér jarl.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_068,llama-3.3-70b-versatile,QUIRKY_CASE,Haukr sýnir henni víking.,Haukr sýnir hon víking.,"Which of the following Old Norse sentences is grammatically correct?

A: Haukr sýnir henni víking.
B: Haukr sýnir hon víking.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_069,llama-3.3-70b-versatile,QUIRKY_CASE,Þá gefr þeim draug.,Þá gefr þeir draug.,"Which of the following Old Norse sentences is grammatically correct?

A: Þá gefr þeim draug.
B: Þá gefr þeir draug.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_070,llama-3.3-70b-versatile,QUIRKY_CASE,Þá sýnir mér jarl.,Þá sýnir ek jarl.,"Which of the following Old Norse sentences is grammatically correct?

A: Þá sýnir mér jarl.
B: Þá sýnir ek jarl.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_071,llama-3.3-70b-versatile,QUIRKY_CASE,Þeir sýnir þér marga dverga.,Þeir sýnir þú marga dverga.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir sýnir þú marga dverga.
B: Þeir sýnir þér marga dverga.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_072,llama-3.3-70b-versatile,QUIRKY_CASE,Njáll býðr þér brand.,Njáll býðr þú brand.,"Which of the following Old Norse sentences is grammatically correct?

A: Njáll býðr þú brand.
B: Njáll býðr þér brand.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_073,llama-3.3-70b-versatile,QUIRKY_CASE,trúir hánum dverg Óðinn.,trúir hann dverg Óðinn.,"Which of the following Old Norse sentences is grammatically correct?

A: trúir hann dverg Óðinn.
B: trúir hánum dverg Óðinn.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_074,llama-3.3-70b-versatile,QUIRKY_CASE,Þeir býðr mér marga orma.,Þeir býðr ek marga orma.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir býðr ek marga orma.
B: Þeir býðr mér marga orma.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_075,llama-3.3-70b-versatile,QUIRKY_CASE,"býðr þeim hest , segir Ragnarr.","býðr þeir hest , segir Ragnarr.","Which of the following Old Norse sentences is grammatically correct?

A: býðr þeim hest , segir Ragnarr.
B: býðr þeir hest , segir Ragnarr.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_076,llama-3.3-70b-versatile,QUIRKY_CASE,Þórr konungr hjálpar okkr mann.,Þórr konungr hjálpar vit mann.,"Which of the following Old Norse sentences is grammatically correct?

A: Þórr konungr hjálpar vit mann.
B: Þórr konungr hjálpar okkr mann.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_077,llama-3.3-70b-versatile,QUIRKY_CASE,Jarl sýnir yðr hest ok mælir.,Jarl sýnir þér hest ok mælir.,"Which of the following Old Norse sentences is grammatically correct?

A: Jarl sýnir þér hest ok mælir.
B: Jarl sýnir yðr hest ok mælir.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_078,llama-3.3-70b-versatile,QUIRKY_CASE,Haukr konungr trúir því víking.,Haukr konungr trúir þat víking.,"Which of the following Old Norse sentences is grammatically correct?

A: Haukr konungr trúir því víking.
B: Haukr konungr trúir þat víking.

Answer with A or B only.",B,B,FALSE,A_gram
ON_QUIRKY_CASE_079,llama-3.3-70b-versatile,QUIRKY_CASE,Svartr konungr fœrir þér dverg.,Svartr konungr fœrir þú dverg.,"Which of the following Old Norse sentences is grammatically correct?

A: Svartr konungr fœrir þér dverg.
B: Svartr konungr fœrir þú dverg.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_080,llama-3.3-70b-versatile,QUIRKY_CASE,Jarl gefr okkr konung ok mælir.,Jarl gefr vit konung ok mælir.,"Which of the following Old Norse sentences is grammatically correct?

A: Jarl gefr okkr konung ok mælir.
B: Jarl gefr vit konung ok mælir.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_081,llama-3.3-70b-versatile,QUIRKY_CASE,Nú hjálpar Njáll þeim orm.,Nú hjálpar Njáll þeir orm.,"Which of the following Old Norse sentences is grammatically correct?

A: Nú hjálpar Njáll þeim orm.
B: Nú hjálpar Njáll þeir orm.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_082,llama-3.3-70b-versatile,QUIRKY_CASE,Hér býðr því stóran orm.,Hér býðr þat stóran orm.,"Which of the following Old Norse sentences is grammatically correct?

A: Hér býðr þat stóran orm.
B: Hér býðr því stóran orm.

Answer with A or B only.",A,A,FALSE,B_gram
ON_QUIRKY_CASE_083,llama-3.3-70b-versatile,QUIRKY_CASE,"sýnir honum konung , segir Sigurðr.","sýnir hann konung , segir Sigurðr.","Which of the following Old Norse sentences is grammatically correct?

A: sýnir hann konung , segir Sigurðr.
B: sýnir honum konung , segir Sigurðr.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_084,llama-3.3-70b-versatile,QUIRKY_CASE,Þá hjálpar mér víking.,Þá hjálpar ek víking.,"Which of the following Old Norse sentences is grammatically correct?

A: Þá hjálpar ek víking.
B: Þá hjálpar mér víking.

Answer with A or B only.",A,A,FALSE,B_gram
ON_QUIRKY_CASE_085,llama-3.3-70b-versatile,QUIRKY_CASE,"fœrir yðr víking , segir Skarpheðinn.","fœrir þér víking , segir Skarpheðinn.","Which of the following Old Norse sentences is grammatically correct?

A: fœrir þér víking , segir Skarpheðinn.
B: fœrir yðr víking , segir Skarpheðinn.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_086,llama-3.3-70b-versatile,QUIRKY_CASE,"segir hánum hauk , segir Ragnarr.","segir hann hauk , segir Ragnarr.","Which of the following Old Norse sentences is grammatically correct?

A: segir hann hauk , segir Ragnarr.
B: segir hánum hauk , segir Ragnarr.

Answer with A or B only.",A,A,FALSE,B_gram
ON_QUIRKY_CASE_087,llama-3.3-70b-versatile,QUIRKY_CASE,Gunnarr trúir mér góðan hjálm.,Gunnarr trúir ek góðan hjálm.,"Which of the following Old Norse sentences is grammatically correct?

A: Gunnarr trúir ek góðan hjálm.
B: Gunnarr trúir mér góðan hjálm.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_088,llama-3.3-70b-versatile,QUIRKY_CASE,Nú býðr Flosi hánum hauk.,Nú býðr Flosi hann hauk.,"Which of the following Old Norse sentences is grammatically correct?

A: Nú býðr Flosi hánum hauk.
B: Nú býðr Flosi hann hauk.

Answer with A or B only.",B,B,FALSE,A_gram
ON_QUIRKY_CASE_089,llama-3.3-70b-versatile,QUIRKY_CASE,Nú sýnir Eiríkr okkr konung.,Nú sýnir Eiríkr vit konung.,"Which of the following Old Norse sentences is grammatically correct?

A: Nú sýnir Eiríkr vit konung.
B: Nú sýnir Eiríkr okkr konung.

Answer with A or B only.",A,A,FALSE,B_gram
ON_QUIRKY_CASE_090,llama-3.3-70b-versatile,QUIRKY_CASE,"sýnir hánum hauk , segir Kormákr.","sýnir hann hauk , segir Kormákr.","Which of the following Old Norse sentences is grammatically correct?

A: sýnir hann hauk , segir Kormákr.
B: sýnir hánum hauk , segir Kormákr.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_091,llama-3.3-70b-versatile,QUIRKY_CASE,Hér hjálpar henni stóran dverg.,Hér hjálpar hon stóran dverg.,"Which of the following Old Norse sentences is grammatically correct?

A: Hér hjálpar hon stóran dverg.
B: Hér hjálpar henni stóran dverg.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_092,llama-3.3-70b-versatile,QUIRKY_CASE,Þá fœrir hánum hauk.,Þá fœrir hann hauk.,"Which of the following Old Norse sentences is grammatically correct?

A: Þá fœrir hann hauk.
B: Þá fœrir hánum hauk.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_093,llama-3.3-70b-versatile,QUIRKY_CASE,Jarl hjálpar þér hauk ok mælir.,Jarl hjálpar þú hauk ok mælir.,"Which of the following Old Norse sentences is grammatically correct?

A: Jarl hjálpar þér hauk ok mælir.
B: Jarl hjálpar þú hauk ok mælir.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_094,llama-3.3-70b-versatile,QUIRKY_CASE,Sigurðr sýnir hánum dverg.,Sigurðr sýnir hann dverg.,"Which of the following Old Norse sentences is grammatically correct?

A: Sigurðr sýnir hánum dverg.
B: Sigurðr sýnir hann dverg.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_095,llama-3.3-70b-versatile,QUIRKY_CASE,sýnir okkr orm Svartr.,sýnir vit orm Svartr.,"Which of the following Old Norse sentences is grammatically correct?

A: sýnir vit orm Svartr.
B: sýnir okkr orm Svartr.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_096,llama-3.3-70b-versatile,QUIRKY_CASE,Hér býðr yðr stóran dverg.,Hér býðr þér stóran dverg.,"Which of the following Old Norse sentences is grammatically correct?

A: Hér býðr þér stóran dverg.
B: Hér býðr yðr stóran dverg.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_097,llama-3.3-70b-versatile,QUIRKY_CASE,Hér fœrir þér stóran jarl.,Hér fœrir þú stóran jarl.,"Which of the following Old Norse sentences is grammatically correct?

A: Hér fœrir þér stóran jarl.
B: Hér fœrir þú stóran jarl.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_098,llama-3.3-70b-versatile,QUIRKY_CASE,Njáll konungr býðr oss baug.,Njáll konungr býðr vér baug.,"Which of the following Old Norse sentences is grammatically correct?

A: Njáll konungr býðr oss baug.
B: Njáll konungr býðr vér baug.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_099,llama-3.3-70b-versatile,QUIRKY_CASE,Jarl segir hánum hauk ok mælir.,Jarl segir hann hauk ok mælir.,"Which of the following Old Norse sentences is grammatically correct?

A: Jarl segir hann hauk ok mælir.
B: Jarl segir hánum hauk ok mælir.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_100,llama-3.3-70b-versatile,QUIRKY_CASE,Þá sýnir oss hauk.,Þá sýnir vér hauk.,"Which of the following Old Norse sentences is grammatically correct?

A: Þá sýnir vér hauk.
B: Þá sýnir oss hauk.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_101,llama-3.3-70b-versatile,QUIRKY_CASE,Hér býðr þeim stóran hauk.,Hér býðr þeir stóran hauk.,"Which of the following Old Norse sentences is grammatically correct?

A: Hér býðr þeir stóran hauk.
B: Hér býðr þeim stóran hauk.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_102,llama-3.3-70b-versatile,QUIRKY_CASE,Þá trúir honum hjálm.,Þá trúir hann hjálm.,"Which of the following Old Norse sentences is grammatically correct?

A: Þá trúir honum hjálm.
B: Þá trúir hann hjálm.

Answer with A or B only.",B,B,FALSE,A_gram
ON_QUIRKY_CASE_103,llama-3.3-70b-versatile,QUIRKY_CASE,Þeir hjálpar hánum marga hauka.,Þeir hjálpar hann marga hauka.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir hjálpar hánum marga hauka.
B: Þeir hjálpar hann marga hauka.

Answer with A or B only.",B,B,FALSE,A_gram
ON_QUIRKY_CASE_104,llama-3.3-70b-versatile,QUIRKY_CASE,Hér sýnir oss stóran orm.,Hér sýnir vér stóran orm.,"Which of the following Old Norse sentences is grammatically correct?

A: Hér sýnir oss stóran orm.
B: Hér sýnir vér stóran orm.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_105,llama-3.3-70b-versatile,QUIRKY_CASE,Jarl trúir þér draug ok mælir.,Jarl trúir þú draug ok mælir.,"Which of the following Old Norse sentences is grammatically correct?

A: Jarl trúir þú draug ok mælir.
B: Jarl trúir þér draug ok mælir.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_106,llama-3.3-70b-versatile,QUIRKY_CASE,Þeir trúir því marga úlfa.,Þeir trúir þat marga úlfa.,"Which of the following Old Norse sentences is grammatically correct?

A: Þeir trúir þat marga úlfa.
B: Þeir trúir því marga úlfa.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_107,llama-3.3-70b-versatile,QUIRKY_CASE,"býðr þér hauk , segir Óláfr.","býðr þú hauk , segir Óláfr.","Which of the following Old Norse sentences is grammatically correct?

A: býðr þú hauk , segir Óláfr.
B: býðr þér hauk , segir Óláfr.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_108,llama-3.3-70b-versatile,QUIRKY_CASE,Hér sýnir henni stóran víking.,Hér sýnir hon stóran víking.,"Which of the following Old Norse sentences is grammatically correct?

A: Hér sýnir henni stóran víking.
B: Hér sýnir hon stóran víking.

Answer with A or B only.",B,B,FALSE,A_gram
ON_QUIRKY_CASE_109,llama-3.3-70b-versatile,QUIRKY_CASE,Jarl býðr okkr brand ok mælir.,Jarl býðr vit brand ok mælir.,"Which of the following Old Norse sentences is grammatically correct?

A: Jarl býðr okkr brand ok mælir.
B: Jarl býðr vit brand ok mælir.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_110,llama-3.3-70b-versatile,QUIRKY_CASE,Þá hjálpar oss dverg.,Þá hjálpar vér dverg.,"Which of the following Old Norse sentences is grammatically correct?

A: Þá hjálpar oss dverg.
B: Þá hjálpar vér dverg.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_111,llama-3.3-70b-versatile,QUIRKY_CASE,"trúir hánum hest , segir Gunnarr.","trúir hann hest , segir Gunnarr.","Which of the following Old Norse sentences is grammatically correct?

A: trúir hann hest , segir Gunnarr.
B: trúir hánum hest , segir Gunnarr.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_112,llama-3.3-70b-versatile,QUIRKY_CASE,fœrir henni hest Haukr.,fœrir hon hest Haukr.,"Which of the following Old Norse sentences is grammatically correct?

A: fœrir hon hest Haukr.
B: fœrir henni hest Haukr.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_113,llama-3.3-70b-versatile,QUIRKY_CASE,Flosi trúir henni konung.,Flosi trúir hon konung.,"Which of the following Old Norse sentences is grammatically correct?

A: Flosi trúir henni konung.
B: Flosi trúir hon konung.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_114,llama-3.3-70b-versatile,QUIRKY_CASE,býðr þér mann Haukr.,býðr þú mann Haukr.,"Which of the following Old Norse sentences is grammatically correct?

A: býðr þér mann Haukr.
B: býðr þú mann Haukr.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_115,llama-3.3-70b-versatile,QUIRKY_CASE,Nú trúir Kormákr honum draug.,Nú trúir Kormákr hann draug.,"Which of the following Old Norse sentences is grammatically correct?

A: Nú trúir Kormákr hann draug.
B: Nú trúir Kormákr honum draug.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_116,llama-3.3-70b-versatile,QUIRKY_CASE,Nú segir Skarpheðinn því hjálm.,Nú segir Skarpheðinn þat hjálm.,"Which of the following Old Norse sentences is grammatically correct?

A: Nú segir Skarpheðinn því hjálm.
B: Nú segir Skarpheðinn þat hjálm.

Answer with A or B only.",B,B,FALSE,A_gram
ON_QUIRKY_CASE_117,llama-3.3-70b-versatile,QUIRKY_CASE,Njáll konungr gefr yðr hauk.,Njáll konungr gefr þér hauk.,"Which of the following Old Norse sentences is grammatically correct?

A: Njáll konungr gefr yðr hauk.
B: Njáll konungr gefr þér hauk.

Answer with A or B only.",B,B,FALSE,A_gram
ON_QUIRKY_CASE_118,llama-3.3-70b-versatile,QUIRKY_CASE,Sigurðr fœrir oss jarl.,Sigurðr fœrir vér jarl.,"Which of the following Old Norse sentences is grammatically correct?

A: Sigurðr fœrir vér jarl.
B: Sigurðr fœrir oss jarl.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_119,llama-3.3-70b-versatile,QUIRKY_CASE,Nú trúir Flosi hánum baug.,Nú trúir Flosi hann baug.,"Which of the following Old Norse sentences is grammatically correct?

A: Nú trúir Flosi hann baug.
B: Nú trúir Flosi hánum baug.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_120,llama-3.3-70b-versatile,QUIRKY_CASE,Hér sýnir þeim stóran orm.,Hér sýnir þeir stóran orm.,"Which of the following Old Norse sentences is grammatically correct?

A: Hér sýnir þeim stóran orm.
B: Hér sýnir þeir stóran orm.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_121,llama-3.3-70b-versatile,QUIRKY_CASE,Þá fœrir þeim draug.,Þá fœrir þeir draug.,"Which of the following Old Norse sentences is grammatically correct?

A: Þá fœrir þeir draug.
B: Þá fœrir þeim draug.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_122,llama-3.3-70b-versatile,QUIRKY_CASE,gefr henni mann Njáll.,gefr hon mann Njáll.,"Which of the following Old Norse sentences is grammatically correct?

A: gefr hon mann Njáll.
B: gefr henni mann Njáll.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_123,llama-3.3-70b-versatile,QUIRKY_CASE,Hér trúir honum stóran jarl.,Hér trúir hann stóran jarl.,"Which of the following Old Norse sentences is grammatically correct?

A: Hér trúir hann stóran jarl.
B: Hér trúir honum stóran jarl.

Answer with A or B only.",B,B,TRUE,B_gram
ON_QUIRKY_CASE_124,llama-3.3-70b-versatile,QUIRKY_CASE,"segir þér hest , segir Svartr.","segir þú hest , segir Svartr.","Which of the following Old Norse sentences is grammatically correct?

A: segir þér hest , segir Svartr.
B: segir þú hest , segir Svartr.

Answer with A or B only.",A,A,TRUE,A_gram
ON_QUIRKY_CASE_125,llama-3.3-70b-versatile,QUIRKY_CASE,Jarl gefr þeim baug ok mælir.,Jarl gefr þeir baug ok mælir.,"Which of the following Old Norse sentences is grammatically correct?

A: Jarl gefr þeir baug ok mælir.
B: Jarl gefr þeim baug ok mælir.

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_001,llama-3.3-70b-versatile,UMLAUT,Sá maðr er mönnum ókunnr at sýn .,Sá maðr er mannum ókunnr at sýn .,"Which of the following Old Norse sentences is grammatically correct?

A: Sá maðr er mannum ókunnr at sýn .
B: Sá maðr er mönnum ókunnr at sýn .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_002,llama-3.3-70b-versatile,UMLAUT,Öllum mönnum fellust kveðjur við þenna mann .,Allum mönnum fellust kveðjur við þenna mann .,"Which of the following Old Norse sentences is grammatically correct?

A: Allum mönnum fellust kveðjur við þenna mann .
B: Öllum mönnum fellust kveðjur við þenna mann .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_003,llama-3.3-70b-versatile,UMLAUT,"Síðan gengu til inir göfgustu menn fyrst , en þá hverr at öðrum .","Síðan gengu til inir göfgustu menn fyrst , en þá hverr at aðrum .","Which of the following Old Norse sentences is grammatically correct?

A: Síðan gengu til inir göfgustu menn fyrst , en þá hverr at aðrum .
B: Síðan gengu til inir göfgustu menn fyrst , en þá hverr at öðrum .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_004,llama-3.3-70b-versatile,UMLAUT,"Þetta vápn sýndist öllum svá gott , at engi þóttist sét hafa jafngott sverð , ok býðr Siggeirr honum at vega þrjú jafnvægi gulls .","Þetta vápn sýndist allum svá gott , at engi þóttist sét hafa jafngott sverð , ok býðr Siggeirr honum at vega þrjú jafnvægi gulls .","Which of the following Old Norse sentences is grammatically correct?

A: Þetta vápn sýndist allum svá gott , at engi þóttist sét hafa jafngott sverð , ok býðr Siggeirr honum at vega þrjú jafnvægi gulls .
B: Þetta vápn sýndist öllum svá gott , at engi þóttist sét hafa jafngott sverð , ok býðr Siggeirr honum at vega þrjú jafnvægi gulls .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_005,llama-3.3-70b-versatile,UMLAUT,Hann gerist stórlyndr ok vinsæll ok fyrir flestum mönnum öðrum at allri atgervi .,Hann gerist stórlyndr ok vinsæll ok fyrir flestum mannum öðrum at allri atgervi .,"Which of the following Old Norse sentences is grammatically correct?

A: Hann gerist stórlyndr ok vinsæll ok fyrir flestum mönnum öðrum at allri atgervi .
B: Hann gerist stórlyndr ok vinsæll ok fyrir flestum mannum öðrum at allri atgervi .

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_006,llama-3.3-70b-versatile,UMLAUT,Hann var ríkr konungr ok fjölmennr ok réð fyrir löndum .,Hann var ríkr konungr ok fjölmennr ok réð fyrir landum .,"Which of the following Old Norse sentences is grammatically correct?

A: Hann var ríkr konungr ok fjölmennr ok réð fyrir löndum .
B: Hann var ríkr konungr ok fjölmennr ok réð fyrir landum .

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_007,llama-3.3-70b-versatile,UMLAUT,Eptir þetta sendir Helgi menn með fégjöfum at stefna at sér mönnum ok stefnir öllu liðinu til Rauðabjarga .,Eptir þetta sendir Helgi menn með fégjöfum at stefna at sér mannum ok stefnir öllu liðinu til Rauðabjarga .,"Which of the following Old Norse sentences is grammatically correct?

A: Eptir þetta sendir Helgi menn með fégjöfum at stefna at sér mönnum ok stefnir öllu liðinu til Rauðabjarga .
B: Eptir þetta sendir Helgi menn með fégjöfum at stefna at sér mannum ok stefnir öllu liðinu til Rauðabjarga .

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_008,llama-3.3-70b-versatile,UMLAUT,Skipt mun nú löndum .,Skipt mun nú landum .,"Which of the following Old Norse sentences is grammatically correct?

A: Skipt mun nú landum .
B: Skipt mun nú löndum .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_009,llama-3.3-70b-versatile,UMLAUT,Borghildr bar mönnum drykk .,Borghildr bar mannum drykk .,"Which of the following Old Norse sentences is grammatically correct?

A: Borghildr bar mönnum drykk .
B: Borghildr bar mannum drykk .

Answer with A or B only.",B,B,FALSE,A_gram
ON_UMLAUT_010,llama-3.3-70b-versatile,UMLAUT,Var þar annan dag öðrum betr veitt eða með meira kappi .,Var þar annan dag aðrum betr veitt eða með meira kappi .,"Which of the following Old Norse sentences is grammatically correct?

A: Var þar annan dag öðrum betr veitt eða með meira kappi .
B: Var þar annan dag aðrum betr veitt eða með meira kappi .

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_011,llama-3.3-70b-versatile,UMLAUT,Konungr segir : `` Öðrum er þat ætlat .,Konungr segir : `` Aðrum er þat ætlat .,"Which of the following Old Norse sentences is grammatically correct?

A: Konungr segir : `` Öðrum er þat ætlat .
B: Konungr segir : `` Aðrum er þat ætlat .

Answer with A or B only.",A,A,TRUE,A_gram
ON_UMLAUT_012,llama-3.3-70b-versatile,UMLAUT,Annan dag eptir fór Sigurðr til skógar ok mætir einum gömlum manni með síðu skeggi .,Annan dag eptir fór Sigurðr til skógar ok mætir einum gamlum manni með síðu skeggi .,"Which of the following Old Norse sentences is grammatically correct?

A: Annan dag eptir fór Sigurðr til skógar ok mætir einum gamlum manni með síðu skeggi .
B: Annan dag eptir fór Sigurðr til skógar ok mætir einum gömlum manni með síðu skeggi .

Answer with A or B only.",B,B,TRUE,B_gram
ON_UMLAUT_013,llama-3.3-70b-versatile,UMLAUT,"Hann mælti : `` Förum ok rekum til árinnar , er Busiltjörn heitir . ''","Hann mælti : `` Farum ok rekum til árinnar , er Busiltjörn heitir . ''","Which of the following Old Norse sentences is grammatically correct?

A: Hann mælti : `` Förum ok rekum til árinnar , er Busiltjörn heitir . ''
B: Hann mælti : `` Farum ok rekum til árinnar , er Busiltjörn heitir . ''

Answer with A or B only.",B,B,FALSE,A_gram
